Job_Title,Company,Employment_Type,Seniority,Job_Category,Salary_Range,Salary_Min,Salary_Max,Salary_Frequency,URL,Job_Tag,Desc_Content,Requirements
Full Stack Developer,YOLO TECHNOLOGY PTE. LTD.,Permanent,Senior Executive,Information Technology,"$4,000to$5,000","$4,000","$5,000",Monthly,/job/full-stack-developer-yolo-technology-bf25c6a997552307f47d17035a5712e1,Python,"Responsibilities:  Take part in end-to-end development including both front-end and back-end development Develop responsive web applications Develop mobile applications in React Native Develop RESTful APIs and microservices in PHP and Java Design and develop flexible and well-structured front-end architecture Building reusable components and libraries Collaborate with product team and designer throughout the development Ship clean code and highly maintainable product Ensure the performance, quality, security, and responsiveness of both client and server applications  Skills:  Strong proficiency in PHP and Python Thorough understanding of React.js & JavaScript Experience with Redux workflows and architecture Experience with web, mobile app and API development Familiar with microservice architecture Experience with AWS services especially EC2 and S3 Experience with common front-end development tools such as Babel, Webpack and NPM Familiar with code versioning tools especially GitHub ","RequirementsGood to have:  Web Socket Redis Elasticsearch React Native Continuous Integration (Fastlane, Bitrise, Jenkins, CircleCI) Laravel/Lumen framework "
Software Test Automation Lead,INTERNATIONAL SOS TECHNOLOGY SERVICES PTE. LTD.,Permanent ...,Professional,Risk Management ...,"$6,500to$7,000","$6,500","$7,000",Monthly,/job/software-test-automation-lead-international-sos-technology-services-05a7eb01428413e3fc1c0a5b3694ebf4,Python,"Digital Innovation Services Centre (DISC), a newly created business unit entity in International SOS, a need for unique position as Software Test Automation Lead has been created to lead the group of software developers and to maintain next generation digital platform as services that we are building to be used by different entities to offer best products and services. As a Software Test Automation Lead, you have the opportunity to accelerate the delivery and to keep the quality of your products at the highest level. You will be focusing on the most interesting aspects of delivering high quality software. You will be responsible for implementing, designing test strategies, infrastructure and tools, ensuring that the whole team integrates testing in the heart of their development and delivery. You will be primarily responsible for the following but not limited to,    Defining the appropriate testing strategy and scenarios working closely with the Product owner. Identify what can be automated (as much as possible) and what remains manual Implementing automated tests in a software factory to enable CI / CD using tools like Cucumber, Selenium. Defining and developing libraries when needed that will facilitate the automation of tests for the team through languages such as Python, Ruby... Run the set of manual and automated tests regularly to ensure quality of our delivery. Bug management in an agile environment aiming at continuous integration and delivery and monitoring of the quality of the features. Maintaining over time the test repository to ensure it remains efficient and under control. Collaborating with others in QA/Development to deliver shared results, diffusing the good practices of testing within the team both for QA and for developers. Identify and implement the right test tools to use in our software factory and train the other team members accordingly. Ensure that our tests practices and test strategy is consistent across the team. ","RequirementsIf you are interested in this role and see this as a next level in your career goals,  following are key requiremets to be considered for this role,  BS degree in Computer Science or related technical discipline and with more than 8+ years of work experience as Automation Tester. Proven experience in defining, implementing and maintaining over time a test strategy mixed between automated and manual tests, on web, mobile applications and also on APIs and back end services. Proven experience working with business analysts or product owners and defining relevant tests scenarios to ensure quality of the application, with a good analytical mindset. Strong technical experience of testing tools such as Quality Center, Selenium, Cucumber, Postman and proficient in one or more scripting languages (Ruby, Python). Good experience of training / leading other test engineers to grow up their skills in test automation. A good writing and oral level in English to communicate with your tech colleagues overseas. A mindset of ownership of the topics you are responsible with and of getting things done. A curious and proactive mindset which does not hesitate to ask questions and make deep dives to identify the relevant tests to be done to ensure a high level of quality of our applications. Proactive enough to work with remote people which may not always be available on the spot. Enjoyable person with good communications skills both face to face and remotely. "
"Application Consultant (Java, CSS3, HTML5)",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Contract,Junior Executive,Information Technology,"$4,500to$6,500","$4,500","$6,500",Monthly,/job/application-consultant-optimum-solutions-8f3720651ccc23e555d7986cdc4906c6,Python," At least 2-3 years of working experience, Experience in banking environments will be an advantage. Has prior experience working on software development projects; implementation experience in Jira/JiraSD/Confluence would be an advantage. Familiarity with key technologies, e.g. HTML5, CSS3, Javascript,, Groovy,  Python, Databases (Oracle, MSSQL, MongoDB, etc), Java, Web Services (Rest, SOAP), WSDL, AD, SSO, LDAP, Import Sets, Flat file integration, GIT, JIRA, VBA and excel macros. Able to work proactively, independently and handle concurrent initiatives. Prior experience working in Agile environment will be an advantage. Strong problem-solving skills and positive attitude. Candidate with operational experience, preferably in support of critical application systems, will have an advantage. Candidate must speak and write well. ",RequirementsCompany UEN 199700895N
Research Engineer (ARTC),A*STAR RESEARCH ENTITIES,Contract ...,Non-executive,Sciences / Laboratory / R&D,"$2,500to$5,000","$2,500","$5,000",Monthly,/job/research-engineer-astar-research-entities-d4dd3a7fe9362fce8e61df3bf2c9147c,Python,"The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg Develop, extend, support and apply robotics software to solve industrial problems. Ability to use the ROS programming framework and Gazebo simulator. Topics of interest include 3D modelling, communications middleware, developer and debugging tools, perception, motion planning, and software packaging and distribution. The idea candidate is proficient in at least one of these topics, and capable of expanding into others.   Responsibilities :  create software architecture, design and evaluate technologies to use Design, analyze, troubleshooting and debugging systems and develop software solutions for i.ndustry members by translating business requirements into system requirements  software development in C++, Python, ROS tools and libraries Full life-cycle library and application development . support, maintenance, and documentation of software functionality software testing and quality assurance  Integrate software with robotic hardware and mechanics to automate the adaptive robotic process Develop testing and validation strategies Manage state of the art machine vision technology and integration with robotic processes Technical project planning and execution on development projects for global industry members Technical write up and presentation   ","Requirements Bachelor in computer Engineering, software Engineering, Robotics Engi neering, Electrical Engineering or computer science C/C++ programming experience is mandatory ROS experience is an added advantage Python experience is an added advantage  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (ARTC),A*STAR RESEARCH ENTITIES,Contract ...,Non-executive,Sciences / Laboratory / R&D,"$4,500to$9,000","$4,500","$9,000",Monthly,/job/scientist-astar-research-entities-e996e1e8cbfca05d15955637a3dbb207,Python,"The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg Develop, extend, support and apply robotics software to solve industrial problems. Ability to use the ROS programming framework and Gazebo simulator. Topics of interest include 3D modelling, communications middleware, developer and debugging tools, perception, motion planning, and software packaging and distribution. The idea candidate is proficient in at least one of these topics, and capable of expanding into others.   Responsibilities :  create software architecture, design and evaluate technologies to use Design, analyze, troubleshooting and debugging systems and develop software solutions for i.ndustry members by translating business requirements into system requirements  software development in C++, Python, ROS tools and libraries Full life-cycle library and application development . support, maintenance, and documentation of software functionality software testing and quality assurance  Integrate software with robotic hardware and mechanics to automate the adaptive robotic process Develop testing and validation strategies Manage state of the art machine vision technology and integration with robotic processes Technical project planning and execution on development projects for global industry members Technical write up and presentation   ","Requirements PhD/Bachelor in computer Engineering, software Engineering, Robotics Engi neering, Electrical Engineering or computer science C/C++ programming experience is mandatory ROS experience is an added advantage Python experience is an added advantage  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Python Programmer (Exp in Python and R Programming is Must),OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Contract,Executive,Information Technology,"$5,000to$7,000","$5,000","$7,000",Monthly,/job/python-programmer-optimum-solutions-30f4faad48d264c32570a58ee9a118c1,Python,"Optimum Solutions (Company Registration Number: 199700895N), is a full spectrum Software Solutions and Services Company. Software services from Optimum are designed to deliver Enterprise Client-Server/ Multi-tier and Web based solutions across the entire value chain, spanning on-site consulting services to turnkey software projects. We started our operations in March 1997",Requirements4+ Years into Python Development Experince in R Programming and Machine Learning Experince in Banking is Must
"FICC: Vice President, Senior Python Developer, Global Markets Technology",ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,Permanent ...,Professional,Banking and Finance,"$10,000to$20,000","$10,000","$20,000",Monthly,/job/ficc-vice-president-senior-python-developer-global-markets-technology-merrill-lynch-global-services-cafc6fd3d0d566c866cb1952dbc02613,Python,"About Bank of America Merrill Lynch:  Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management. We cover a broad range of asset classes, making us a global leader in corporate and investment banking, sales and trading.                              Connecting Asia Pacific to the World Our Asia Pacific team is spread across 23 offices in 12 markets. We are focused on connecting Asia to the world and the world to Asia, using our global expertise to ensure success is shared between us, our clients and our communities. Our regional footprint covers 12 currencies, more than a dozen languages and five time zones, placing us firmly among the region’s leading financial services companies. Bank of America Merrill Lynch is committed to attracting, recruiting and retaining top diverse talent from across the globe. Our diversity and inclusion mission is to actively promote an inclusive work environment where all employees have the opportunity to achieve personal success and contribute to the growth of our business. Each of our global Employee Networks bring together employees, create dialogue and awareness in support of our Diversity and Inclusion mission. Bank of America Merrill Lynch is an equal opportunities employer. Position Description Background: This role is in CPM Group for XVA Program. The program aims to deliver a flexible, scalable and robust Quartz-based platform, capable of computing the economic impact and associated risk for Credit Valuation Adjustment (CVA), Funding Valuation Adjustment (FVA) and Capital Valuation Adjustment (KVA), for all Over the Counter (OTC) derivatives across all asset classes, on a daily /overnight basis. Key Responsibilities  Responsible for developing software in Python and associated technologies using the Quartz platform. Participating fully in the development process through the entire software lifecycle. Responsible for providing specific, measurable and accurate estimates on short timescales in an intellectually challenging environment. Work as part of a global development team, to ensure that global tools and technologies are leveraged. Handle BAU requests involving maintenance of existing software solutions Work closely with the business users for all new requirements and any issues ","RequirementsKey Requirements  Expertise in Python implementing large scale solutions Good experience in designing solutions for complex requirements 3 to 5 years’ experience in SQL and NoSQL products Experience in Big Data technologies is desirable Experience in HTML5, JavaScript, React, AngularJS is desirable Basic understanding of derivatives market and products in Fixed Income 2 years of experience working in Agile product development "
Unix Python Consultant,VUI SYSTEMS PTE. LTD.,Contract,Executive ...,Information Technology,"$6,000to$9,000","$6,000","$9,000",Monthly,/job/unix-python-consultant-vui-systems-2efca7e7ffac8ddf685d040867f57061,Python," Design, implement, and execute appropriate solutions and enhancements to ensure an improvement in system reliability and performance. Ensure project deadlines are met and are in alignment with the needs of the business unit, and coincide with release management and governance.Ensure that operational aspects of supported applications are included in architectural standards Produce service metrics, analyze trends and identify opportunities to improve the level of service and reduce cost as appropriate. Support implementation activities.Enable technical knowledge sharing across teamWork with cross geographically located team on designated areas 	  ","RequirementsSkills required (essential):  Strong background with Unix based programming and scripting, primarily Python/Perl with 10+ years of experience Knowledge of database scripting and querieso well versed in writing Stored Procedureso worked on file processing shell utilitieso Strong experience in SQL/PL-SQL, DDL, DML statementâ Expertise in SQL performance tuningStrong Data modelling, Database design exposure.Thorough knowledge of SDLC (Software Development Life Cycle)Excellent interpersonal and communication skills (verbal and written  Skills desired:   Exposure to programming languages javascript/java Exposure to Wealth Management functional especially Cost Basis Reporting, Taxation, G&L. "
Software Engineer,ENCORA TECHNOLOGIES PTE. LTD.,Contract,Middle Management,Information Technology,"$5,000to$7,500","$5,000","$7,500",Monthly,/job/software-engineer-encora-technologies-4a7face004542ddc56cc8ace5ced9955,Python,"3-6 months renewable contract through Encora  ·       Design, implement and support an analytical data infrastructure providing ad-hoc access to large datasets and computing power. ·       Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies. ·       Creation and support of real-time data pipelines built on AWS technologies including EMR, Glue, Kinesis, Redshift/Spectrum and Athena ·       Supporting existing ETL/ELT infrastructure built on Pentaho, Python, EMR ·       Continual research of the latest big data, elasticsearch technologies to provide new capabilities and increase efficiency ·       Working closely with team members to drive real-time model implementations for monitoring and alerting of systems. ·       Collaborate with other tech teams to implement advanced analytics algorithms that exploit our rich datasets for statistical analysis, prediction, clustering and machine learning ·       Help continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for customers","Requirements·       + years of industry experience in software development, data engineering, business intelligence, data science, or related field with a track record of manipulating, processing, and extracting value from large datasets ·       Demonstrated strength in data modeling, ETL development, and data warehousing ·       Experience in programming in Python ·       Experience using big data technologies (think Hadoop, Hive, Hbase, Spark etc.) ·       Experience using business intelligence reporting tools (Tableau, Cognos etc.) ·       Knowledge of data management fundamentals and data storage principles Knowledge of distributed systems as it pertains to data storage and computing"
Software Engineer (DevOps NFV),GATEWAY SEARCH PTE. LTD.,Permanent,Professional,Engineering,Salary undisclosed,Not Available,"$7,500",,/job/software-engineer-gateway-search-6a9b92d7e2f4f6b6283fec89cfc93c7d,Python," Support Network Programmability in large Data Centre / Organization   Understanding requirements from product management, working according to agreed priorities.   Actively engage internally and externally in planning, validating design and integration, incl. private/public Cloud   Strong experience in Java, Python, Go (golang), Javascript, XML, JSON, REST APIs, Web Services, SOAP, Tomcat.   Familiar with network and automation technologies, NETCONF/YANG, YAML, Ansible, Puppet, Chef.   Experience with Cloud native, Docker, Kubernetes, Micro services architecture   Experience with the use of APIs, SDKs, IDEs / Eclipse, Frameworks / Spring   Experience with DevOps, CI/CD tools (Jira, Git / Jenkins, Cucumber, Ansbile/Chef , Cloud/Orchestration/Scheduling)   Ensure successful prototypes and documentation, designing system specifications, standards, schema, flowcharts, diagram, etc.   Experience with Linux OS Environment and related tools space, incl. scripting.   Knowledge of network concepts, network architectures and management.   Understand large enterprise solution development, SDLC, Agile practice and tools   Identifying the test scenarios, test case preparation   Quality mindset, “do it right the first time” as guiding principle in your work.  Troubleshooting in case of issues in internal testing or customer testing, fixing of findings.  ",RequirementsAt least 6-8 years work experience in Telecom or IT 
Application Developer,THAKRAL ONE PTE. LTD.,Contract,Professional,Banking and Finance,"$3,000to$5,000","$3,000","$5,000",Monthly,/job/application-developer-thakral-one-36af137226f3f24949e6cb891f32e540,Python,"We are looking for a Python Web and Application Developer responsible for delivering industry standard code following best practice SDLC processes. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the back-end elements built by your co-workers into the application; therefore, a basic understanding of interfacing technologies is a benefit.","Requirements·       Writing reusable, testable, and efficient code with appropriate frameworks ·       Design and implementation of low-latency, high-availability, and performant applications ·       Integration of user-facing elements with server side logic ·       Implementation of security and data protection ·       Integration of data storage solutions such as Postgres ·       Strong in Python, with knowledge of at least one Python web framework preferably Django ·       Familiarity with some ORM (Object Relational Mapper) libraries ·       Able to integrate multiple data sources and databases into one system ·       Understanding of the threading limitations of Python, and multi-process architecture ·       Good understanding of server-side templating languages ·       Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3 (Bootstrap) ·       Understanding of accessibility and security compliance ·       Knowledge of user authentication and authorization between multiple systems, servers, and environments ·       Understanding of fundamental design principles behind a scalable application ·       Familiarity with event-driven programming in Python ·       Able to create database schemas that represent and support business processes (support will be provided) ·       Strong unit test and debugging skills ·       Proficient understanding of code versioning tools preferably GIT / Bitbucket ·       Experience in test automation suites such as Selenium a benefit  "
Energy Systems Expert (Cooling Singapore 1.5),ETH SINGAPORE SEC LTD.,Contract ...,Professional,Sciences / Laboratory / R&D,"$7,000to$10,000","$7,000","$10,000",Monthly,/job/energy-systems-expert-eth-singapore-sec-0c20646aabe74197e0190416db9ebf93,Python,"Cooling Singapore is an interdisciplinary project carried out between ETH Zurich, TU Munich, MIT and NUS. The project is dedicated to reducing the urban heat island and improve the outdoor thermal comfort in Singapore. The projects aims to develop a  decision support system for Virtual Singapore to help planning authorities assess optimal strategies for cooling Singapore, in a holistic, systematic and interactive way. Energy Systems Expert for Cooling Singapore (100 %) Starting in March 2019 or under agreement, we are looking for a talented individual to join our interdisciplinary team based at the Singapore ETH-Centre in Singapore. Key responsibilities:  Evaluate the impact of district energy systems to urban warming. Identify the optimal energy system scenarios that mitigate Urban Heat Island and improve Outdoor thermal comfort in Singapore. Develop optimization algorithms for the techno-economic evaluation of energy system configuration. Integration of these optimization algorithms into the City Energy Analyst framework (written in Python). Support on the development of surrogate models in collaboration with data scientists, transport engineers and building engineers. ","RequirementsKey skills: Must have:  A Master degree in Operations Research, Energy Systems, Process engineering or equivalent experience. Excellent coding skills in an object-oriented programming language (e.g., Matlab, Python). Experience working in interdisciplinary teams. Willingness to contribute to the development of the software The City Energy Analyst. Fluent English (spoken, written).  Could have:  A Doctoral degree in Operations Research, Energy Systems, Process engineering or equivalent experience. Excellent experience with GIS software. Excellent coding skills in Python. Excellent record of publications in top journals in the field.  Work location: 1 Create Way, CREATE Tower, Singapore 138602 (NUS University Town). Duration: Contract, full-time position. Please submit a cover letter, your curriculum vitae, a copy of three of your top publications (if any), and the name of two references to fonseca@arch.ethz.ch . About Singapore-ETH Centre  The Singapore-ETH Centre (SEC) was established as a joint initiative between ETH Zurich – the Swiss Federal Institute of Technology in Zurich and Singapore’s National Research Foundation (NRF), as part of the NRF’s CREATE campus. The centre serves as an intellectual hub for research, scholarship, entrepreneurship, postgraduate and postdoctoral training.  It is home to a community of over 100 PhD, postdoctoral and Professorial researchers working on diverse themes related to sustainable cities and resilient infrastructure systems. In the course of their work, researchers actively collaborate with universities, research institutes, industry, and government agencies with the aim of offering practical solutions. SEC is currently leading the Cooling Singapore project.  "
"Internet of Things (IoT) Penetration Tester, Red Team",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Middle Management,Information Technology ...,"$5,000to$9,000","$5,000","$9,000",Monthly,/job/internet-things-penetration-tester-red-team-government-technology-agency-2aaa2afdd14683d3a41e03916801bf86,Python,"Do you want to play a critical role in securing our smart nation initiatives by uncovering weaknesses in various domains of cybersecurity programs even before the real threat actors come to play? Are you up to race against the real threats before organisations are compromised?     We are seeking a cybersecurity specialist in penetration testing & vulnerability assessment to join our Cyber Security Group’s Red Team. You will be part of the team that helps to protect our government’s assets from cyber-attacks. In addition, you will have opportunities to be involved in assessing new cybersecurity developments in line with our smart nation initiatives. In order to succeed, you need to demonstrate the ability to quickly assimilate knowledge in new technologies.   As part of this team, you will perform penetration testing and vulnerability assessment that span across infrastructure, web application, mobile application, source code security review, etc. You will also have the opportunity to carry out targeted Adversary Simulations in your course of work.   Furthermore, as an IoT PT Specialist, you will be required to perform in-depth penetration testing, research on tools and techniques on (1) Embedded or Hardware Devices, (2) Software or Firmware and (3) Radio Communications.   What to Expect:   Support in the conduct of Penetration Testing (PT) and Vulnerability Assessment (VA) on IT assets and IoT Architecture Support in the conduct of Adversary Simulation (AS) on assets Support in the documentation of findings, analysis, report preparation and presentation Develop customised tools to conduct PT and AS Research in PT and AS Techniques, Tactics and Procedures (TTPs) Familiar with security principles, policies and industry best practices   How to Succeed:   Degree in Information Security, Computer Science/Engineering, IT, or equivalent Passionate in cybersecurity Good understanding of web application, system and infrastructure/IoT architecture Good communication & presentation skills Collaborative, self-motivated, creative and versatile   Pluses+:   Penetration testing-specific certifications such as GPEN, CREST, OSCP, GICSP is an advantage At least 1-year hands-on experience performing PT/VA Familiar with scripting language, for example, Perl, Python, VBscript, Javascript, Powershell, Ruby Familiar in IoT Architecture (Embedded or Hardware Devices, Software or Firmware or/and Radio Communications) Familiar with ARM or/and MIPS Instruction Set Architecture Familiar with hardware interfaces and serial communication protocols (SPI, UART, JTAG etc.) Have relevant experience with implementation or deployment of ICS/SCADA/IoT Systems  ",Not Available
"Mobile (iOS) Penetration Tester, Red Team",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Middle Management,Information Technology ...,"$5,000to$9,000","$5,000","$9,000",Monthly,/job/mobile-penetration-tester-red-team-government-technology-agency-3e6a18687f2ec98ba96dcaaaefd06802,Python,"Do you want to play a critical role in securing our smart nation initiatives by uncovering weaknesses in various domains of cybersecurity programs even before the real threat actors come to play? Are you up to race against the real threats before organisations are compromised?     We are seeking a cybersecurity specialist in penetration testing & vulnerability assessment to join our Cyber Security Group’s Red Team. You will be part of the team that helps to protect our government’s assets from cyber-attacks. In addition, you will have opportunities to be involved in assessing new cybersecurity developments in line with our smart nation initiatives. In order to succeed, you need to demonstrate the ability to quickly assimilate knowledge in new technologies.   As part of this team, you will perform penetration testing and vulnerability assessment that span across infrastructure, web application, mobile application, source code security review, etc. You will also have the opportunity to carry out targeted Adversary Simulations in your course of work.   Furthermore, as a Mobile (iOS) PT Specialist, you will have the opportunity to perform in-depth penetration testing, and research on tools and techniques on iOS devices, apps and their connected systems.   What to Expect:    Support in the conduct of Penetration Testing (PT) and Vulnerability Assessment (VA) on IT assets and iOS devices and apps Support in the conduct of Adversary Simulation (AS) on assets Support in the documentation of findings, analysis, report preparation and presentation Develop customised tools to conduct PT and AS Research in PT and AS Techniques, Tactics and Procedures (TTPs) Familiar with security principles, policies and industry best practices   How to Succeed:   Degree in Information Security, Computer Science/Engineering, IT, or equivalent Passionate in cybersecurity Good understanding of web application, system, infrastructure, mobile (iOS) device architecture and app design Good communication & presentation skills Collaborative, self-motivated, creative and versatile   Pluses+:   PT-specific certifications such as GPEN, CREST, OSCP, GMOB At least 1-year hands-on experience performing PT/VA, specifically on mobile (iOS) apps Familiar with scripting language such as Perl, Python, VBscript, Javascript, Powershell, Ruby Familiar with iOS security architecture, app design and development (Objective-C, SWIFT), PT tools, device and app tampering  ",Not Available
Research Engineer (CHEEM),A*STAR RESEARCH ENTITIES,Contract ...,Non-executive,Sciences / Laboratory / R&D,"$2,500to$5,000","$2,500","$5,000",Monthly,/job/research-engineer-astar-research-entities-c523346cda6590123c21094ca9fd50af,Python,"The A*STAR Artificial Intelligence Initiative is seeking exceptional engineers to expand our dynamic and multi-disciplinary AI team. Our current team members have degrees in computer science, robotics, mechanical engineering, product design, information systems, psychology and cognitive science from Berkeley, CMU, NTU, NUS, MIT, Stanford, SMU, SUTD, Yale, etc. We work on some of the most crucial, incredibly hard, and future-oriented problems in AI.   The goal of our programme is to develop next-generation AI technologies that will enable machines to: 1) Learn like humans (as would a child from instruction, demonstration, or experience with a small number of examples); 2) Reason for humans (by being able to explain their reasoning, and to personalise recommendations based on their understanding of individual users); and, 3) Deeply understand humans (using knowledge of human needs/motivations, social/cultural norms, and commonsense).   For an exciting, brand-new project, we are specifically seeking Research Engineers with talent and inclination to pursue first-class research and are keen to join a team looking into developing the next generation of AI technology for collaborative robot applications in Advanced Manufacturing and Engineering. A Masters / Bachelors degree in Computer Science or Computer / Electrical / Mechanical / Robotics Engineering or relevant disciplines is required.   Other requirements: (two or more of the following) •               Familiarity with at least one of programming language (C/C++, Python, etc.) •               Knowledge of Robotics fundamentals •               Knowledge of Reinforcement Learning •               Knowledge of Deep Learning •               Hands-on experience with ROS •               Hands-on experience on DL applications, and familiarity with at least one DL framework (Tensorflow, Pytorch, etc.)",Requirements   Masters / Bachelors degree in Computer Science or Computer / Electrical / Mechanical / Robotics Engineering or relevant disciplines Entry level candidates with a track record of the above mentioned are encouraged to apply  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.
Site Reliability Engineer,LIVERAMP PTE. LTD.,Full Time,Professional,Information Technology,"$4,800to$7,000","$4,800","$7,000",Monthly,/job/site-reliability-engineer-liveramp-e5efab2c0e283a2aba482d9b577c7e88,Python,"RESPONSIBILITIES Reporting to the Senior Engineering Manager, you will -  Be responsible for large scale, customer facing, high availability mission critical applications and systems running across public cloud and physical infrastructure in multiple data centers worldwide, including: Administer (including implementation, configuration, maintenance as well as decommission) and support applications, systems and services in production and key customer-test environments; focus will be on application/service/platform availability, latency, performance, automation, change management, monitoring, root cause analysis, patching, and capacity trending. The environment will include combination of physical and virtual infrastructure. Automation: Will leverage modern programming languages (Python/ruby/java/go) and use automation tools like Jenkins, Ansible/Chef/Puppet or Docker to accomplish infrastructure automation Comfortable writing complex scripts/services that pull and manipulate data from heterogeneous data sources; REST APIs, databases, Hadoop, flat files, etc. Participate in rotational 24x7 on call to support platform infrastructure (compute, storage, and network) and applications Perform root cause analysis for production and performance problems requiring research into multiple information sources Participate in platform and application architecture discussions, ensuring that all architectures support the operational excellence initiatives and will comply with defined KPIs. Analyze disaster recovery scenarios. Analyze and resolve complex problems including inter-operability issues, issues caused by hardware or software. Partner with internal teams while taking initiative to implement and improve organizational processes and procedures. Oversee daily operations of large-scale carrier grade systems; Schedule, document and manage maintenance and troubleshooting procedures as necessary. Stays current with IT trends making recommendations for operational efficiency ","RequirementsQUALIFICATIONS  BSc degree in Computer Science, Engineering or relevant field Minimum 5 years in operations for major company with complex troubleshooting physical and virtual hosts’ infrastructure. Proficiency in 75% of responsibilities and qualifications mentioned. Must be able to initiate and complete projects with minimal direction and guidance Must be able to demonstrate ability to perform root cause analysis and identify potential issues through trending, repetitive ticket analysis. Strong verbal and written communication skills; Ability to communicate ideas, issues, resolutions in both technical and user-friendly language. Highly self-motivated and directed, with keen attention to detail. Able to prioritize and execute tasks in a high-pressure operational environment. Able to balance project related (short term and long term) and issue resolution priorities Able to meet and ensure compliance to various SLA's including response time and resolution time based on issue severity Demonstrated analytical, problem solving and incident management skills Strong customer service orientation Rotational after hours on-call support is required Excellent organizational skills and the ability to work in a fast-paced work environment Proficiency in both written and spoken English and Chinese/Mandarin   "
Senior Cloud Engineer,Company Undisclosed,Contract ...,Senior Executive,Information Technology,"$7,000to$9,000","$7,000","$9,000",Monthly,/job/senior-cloud-engineer-79d728ea83ba72bbe988c2fa32cac111,Python,"Design and Build a New Platform on google cloud.   Resource must be a hands on person who will understand their existing controls that are in place in AWS(Read as, Resource must go through their Python code base(lambda functions) + Terraform and build a similar platform in Google Cloud). They have all the support available for 6 months from google. A google employee is dedicated for this requirement for guidance.",Requirements Strong Terraform skills (Must) Strong Python Skills (Must) Google and AWS cloud (Basic skills on Google and AWS) 
"Senior  /  Software Developers (Python, AngularJS, Maximo)",THATZ INTERNATIONAL PTE LTD,Full Time,Executive,Information Technology,"$4,500to$7,000","$4,500","$7,000",Monthly,/job/senior-software-developers-thatz-international-eba78cbab5a615dd825b971e07c36b40,Python," Work on Application and Web development projects using Python Develop test plans and cases, as well as, the technical and functional documentations according to the adopted methodologies Perform data extraction, data maintenance which includes preparation, patching, update and migration Perform bug fixing Provide post-implementation maintenance and support ","Requirements A Bachelor Degree in Computer Science/Engineering, Science, IT, Engineering or related field from a recognized university 4+ years of object-oriented languages experience (using Python/PHP). Those with 1-2 years of relevant experience will be considered for the junior role. Hands-on experience with Java/J2EE, Javascript, Spring-boot, ReactJS/AngularJS, Maximo or similar cloud technology Experience with REST and SOAP web services Experience in Agile / Scrum methodologies will be an added advantage Good knowledge in relational databases (SQL) "
